Gis_X;Gis_Y;Distrito;Barrio;Calle;Nº Finca;Color;Batería/Línea;Número de Plazas
443853,39;4475216,13;04  SALAMANCA;04-03 FUENTE DEL BERRO;VIZCONDE DE MATAMALA, CALLE, DEL;31;Verde;Línea;2
443794,71;4475231,76;04  SALAMANCA;04-03 FUENTE DEL BERRO;VIZCONDE DE MATAMALA, CALLE, DEL;38;Verde;Línea;4
443853,61;4475211,6;04  SALAMANCA;04-03 FUENTE DEL BERRO;VIZCONDE DE MATAMALA, CALLE, DEL;48;Verde;Línea;2
442675,1;4476602,07;04  SALAMANCA;04-04 GUINDALERA;A-2, AUTOVIA;S/N;Azul;Línea;1
442734,26;4476641,98;04  SALAMANCA;04-04 GUINDALERA;A-2, AUTOVIA;S/N;Azul;Línea;3
442664,98;4476593,97;04  SALAMANCA;04-04 GUINDALERA;A-2, AUTOVIA;S/N;Azul;Línea;4
442979,24;4476713,93;04  SALAMANCA;04-04 GUINDALERA;A-2, AUTOVIA;S/N;Azul;Línea;7
443464,9;4477033,94;04  SALAMANCA;04-04 GUINDALERA;A-2, AUTOVIA;S/N;Azul;Línea;12
443436,69;4477012,1;04  SALAMANCA;04-04 GUINDALERA;A-2, AUTOVIA;S/N;Azul;Línea;12
442938,78;4476704,46;04  SALAMANCA;04-04 GUINDALERA;A-2, AUTOVIA;S/N;Azul;Línea;10
443033,35;4476264,61;04  SALAMANCA;04-04 GUINDALERA;AGUSTIN DURAN, CALLE, DE;2;Verde;Línea;6
443015,77;4476282,44;04  SALAMANCA;04-04 GUINDALERA;AGUSTIN DURAN, CALLE, DE;4;Verde;Línea;2
442993,02;4476305,33;04  SALAMANCA;04-04 GUINDALERA;AGUSTIN DURAN, CALLE, DE;6;Verde;Línea;1
442982,14;4476316,37;04  SALAMANCA;04-04 GUINDALERA;AGUSTIN DURAN, CALLE, DE;8;Verde;Línea;2
442969,58;4476329,07;04  SALAMANCA;04-04 GUINDALERA;AGUSTIN DURAN, CALLE, DE;10;Verde;Línea;1
442933,69;4476365,21;04  SALAMANCA;04-04 GUINDALERA;AGUSTIN DURAN, CALLE, DE;16;Verde;Línea;10
442838,86;4476460,49;04  SALAMANCA;04-04 GUINDALERA;AGUSTIN DURAN, CALLE, DE;22;Verde;Línea;5
442893,52;4476406;04  SALAMANCA;04-04 GUINDALERA;AGUSTIN DURAN, CALLE, DE;25;Verde;Línea;6
442817,86;4476481,7;04  SALAMANCA;04-04 GUINDALERA;AGUSTIN DURAN, CALLE, DE;26;Verde;Línea;1
442796,52;4476503,15;04  SALAMANCA;04-04 GUINDALERA;AGUSTIN DURAN, CALLE, DE;30;Verde;Línea;1
442779,27;4476520,49;04  SALAMANCA;04-04 GUINDALERA;AGUSTIN DURAN, CALLE, DE;39;Verde;Línea;7
442851,93;4476238,86;04  SALAMANCA;04-04 GUINDALERA;ALONSO HEREDIA, CALLE, DE;1;Azul;Línea;1
442853,56;4476223,98;04  SALAMANCA;04-04 GUINDALERA;ALONSO HEREDIA, CALLE, DE;2;Azul;Batería;5
442841,93;4476212,24;04  SALAMANCA;04-04 GUINDALERA;ALONSO HEREDIA, CALLE, DE;2;Azul;Batería;1
442842,77;4476229,51;04  SALAMANCA;04-04 GUINDALERA;ALONSO HEREDIA, CALLE, DE;2;Azul;Línea;3
442837,18;4476207,32;04  SALAMANCA;04-04 GUINDALERA;ALONSO HEREDIA, CALLE, DE;2;Azul;Batería;4
442864,6;4476251,65;04  SALAMANCA;04-04 GUINDALERA;ALONSO HEREDIA, CALLE, DE;3;Azul;Línea;2
442867,89;4476238,8;04  SALAMANCA;04-04 GUINDALERA;ALONSO HEREDIA, CALLE, DE;4;Azul;Batería;8
442879,98;4476267,37;04  SALAMANCA;04-04 GUINDALERA;ALONSO HEREDIA, CALLE, DE;5;Azul;Línea;4
442882,81;4476254,11;04  SALAMANCA;04-04 GUINDALERA;ALONSO HEREDIA, CALLE, DE;6;Azul;Batería;1
442903,77;4476291,73;04  SALAMANCA;04-04 GUINDALERA;ALONSO HEREDIA, CALLE, DE;7;Verde;Línea;2
442888,85;4476260,29;04  SALAMANCA;04-04 GUINDALERA;ALONSO HEREDIA, CALLE, DE;10;Azul;Batería;5
442913,56;4476301,57;04  SALAMANCA;04-04 GUINDALERA;ALONSO HEREDIA, CALLE, DE;11;Verde;Línea;2
442913,18;4476290,98;04  SALAMANCA;04-04 GUINDALERA;ALONSO HEREDIA, CALLE, DE;12;Verde;Línea;5
442924,11;4476312,36;04  SALAMANCA;04-04 GUINDALERA;ALONSO HEREDIA, CALLE, DE;13;Verde;Línea;3
442934,02;4476322,36;04  SALAMANCA;04-04 GUINDALERA;ALONSO HEREDIA, CALLE, DE;15;Verde;Línea;3
442929,4;4476308,02;04  SALAMANCA;04-04 GUINDALERA;ALONSO HEREDIA, CALLE, DE;16;Verde;Línea;5
442942,69;4476331,12;04  SALAMANCA;04-04 GUINDALERA;ALONSO HEREDIA, CALLE, DE;17;Verde;Línea;2
443042,11;4476424,62;04  SALAMANCA;04-04 GUINDALERA;ALONSO HEREDIA, CALLE, DE;32;Verde;Línea;1
443053,36;4476436,09;04  SALAMANCA;04-04 GUINDALERA;ALONSO HEREDIA, CALLE, DE;32;Verde;Línea;5
442828,98;4476219;04  SALAMANCA;04-04 GUINDALERA;ALONSO HEREDIA, CALLE, DE;S/N;Azul;Línea;3
442958,81;4476698,27;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;32;Azul;Línea;2
443548,52;4477050,68;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;40;Verde;Batería;4
443571,48;4477063,36;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;40;Verde;Batería;3
443546,44;4477035,32;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;40;Verde;Línea;4
443575,9;4477085,7;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;40;Verde;Línea;2
443555,52;4477056,31;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;40;Verde;Batería;2
443564,48;4477061,3;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;40;Verde;Batería;2
443552,02;4477068,11;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;40;Verde;Batería;10
443595,18;4477029,15;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;44;Verde;Línea;15
443600,31;4477034,64;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;44;Verde;Batería;27
443617,86;4477003,14;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;46;Verde;Batería;2
443623,65;4477006,48;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;48;Verde;Batería;2
443630,69;4477009,06;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;48;Verde;Línea;1
443625,4;4477018,71;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;48;Verde;Línea;3
443606,01;4477038,07;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;50;Verde;Batería;27
443612,98;4477041,06;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;50;Verde;Línea;2
443616,73;4477034,23;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;50;Verde;Línea;1
443601,94;4477060,86;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;52;Verde;Línea;5
443603,57;4477095,26;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;54;Verde;Batería;12
443618,16;4477092,33;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;54;Verde;Línea;1
443604,87;4477085,01;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;54;Verde;Línea;5
443777,61;4477163,02;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;60;Verde;Batería;1
443787,44;4477168,52;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;60;Verde;Batería;8
443772,3;4477160,05;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;60;Verde;Batería;1
443779,56;4477176,05;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;60;Verde;Línea;6
443821,19;4477128,62;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;62;Verde;Batería;11
443805,86;4477155,85;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;62;Verde;Batería;9
443821,11;4477163,11;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;64;Verde;Batería;9
443834,51;4477138,48;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;64;Verde;Batería;11
443814,48;4477182,55;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;66;Verde;Batería;3
443816,15;4477195,82;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;66;Verde;Línea;6
443038,99;4476732,6;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;S/N;Azul;Línea;20
443590,36;4476956,01;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;S/N;Verde;Línea;1
443756,19;4477184,13;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;S/N;Verde;Batería;3
443051,64;4476728,29;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;S/N;Verde;Línea;16
443738,36;4477176,04;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;S/N;Verde;Batería;3
443612,73;4477110,96;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;S/N;Verde;Línea;6
443575,98;4476981,43;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;S/N;Verde;Línea;1
443088,53;4476743,85;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;S/N;Verde;Línea;1
443765,07;4477188,2;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;S/N;Verde;Batería;3
443564,98;4477001,36;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;S/N;Verde;Línea;8
443794,98;4477197,1;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;S/N;Verde;Línea;4
443553,32;4476976,3;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;S/N;Verde;Línea;5
443571,35;4476946,41;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;S/N;Verde;Línea;1
443579,15;4477078,91;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;S/N;Verde;Línea;1
443773,73;4477192,14;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;S/N;Verde;Batería;3
443747,15;4477180,06;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;S/N;Verde;Batería;3
443729,73;4477172,11;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;S/N;Verde;Batería;3
443575,9;4477085,52;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;S/N;Verde;Línea;2
443638,02;4477127,14;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;S/N;Verde;Línea;6
443531,86;4477019,98;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;S/N;Verde;Línea;2
442998,09;4476708,1;04  SALAMANCA;04-04 GUINDALERA;AMERICA, AVENIDA, DE;S/N;Verde;Línea;8
443330,18;4476140,9;04  SALAMANCA;04-04 GUINDALERA;AMOROS, CALLE, DE;1;Verde;Línea;1
443325,35;4476148,31;04  SALAMANCA;04-04 GUINDALERA;AMOROS, CALLE, DE;1;Verde;Línea;3
443307,31;4476174,34;04  SALAMANCA;04-04 GUINDALERA;AMOROS, CALLE, DE;3;Verde;Línea;4
443292,52;4476196,4;04  SALAMANCA;04-04 GUINDALERA;AMOROS, CALLE, DE;5;Verde;Línea;3
443299,23;4476186,44;04  SALAMANCA;04-04 GUINDALERA;AMOROS, CALLE, DE;5;Verde;Línea;1
443275,6;4476221,78;04  SALAMANCA;04-04 GUINDALERA;AMOROS, CALLE, DE;7;Verde;Línea;1
443256,02;4476250,85;04  SALAMANCA;04-04 GUINDALERA;AMOROS, CALLE, DE;11;Verde;Línea;1
443250,18;4476259,36;04  SALAMANCA;04-04 GUINDALERA;AMOROS, CALLE, DE;13;Verde;Línea;1
443116,4;4476342,08;04  SALAMANCA;04-04 GUINDALERA;ANDRES TAMAYO, CALLE, DE;2;Verde;Línea;4
443072,45;4476384,01;04  SALAMANCA;04-04 GUINDALERA;ANDRES TAMAYO, CALLE, DE;6;Verde;Línea;3
443059,69;4476396,69;04  SALAMANCA;04-04 GUINDALERA;ANDRES TAMAYO, CALLE, DE;8;Verde;Línea;2
443053,91;4476402,43;04  SALAMANCA;04-04 GUINDALERA;ANDRES TAMAYO, CALLE, DE;10;Verde;Línea;1
443049,91;4476406,38;04  SALAMANCA;04-04 GUINDALERA;ANDRES TAMAYO, CALLE, DE;10;Verde;Línea;1
443044,14;4476412,11;04  SALAMANCA;04-04 GUINDALERA;ANDRES TAMAYO, CALLE, DE;12;Verde;Línea;2
443017,86;4476438,18;04  SALAMANCA;04-04 GUINDALERA;ANDRES TAMAYO, CALLE, DE;15;Verde;Línea;7
442998,65;4476456,99;04  SALAMANCA;04-04 GUINDALERA;ANDRES TAMAYO, CALLE, DE;18;Verde;Línea;3
442958,44;4476497,32;04  SALAMANCA;04-04 GUINDALERA;ANDRES TAMAYO, CALLE, DE;26;Verde;Línea;13
443388,76;4476590,04;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;1;Verde;Línea;2
443408,65;4476583,26;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;3;Verde;Línea;2
443404,9;4476591,83;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;3;Verde;Línea;7
443446,7;4476571,1;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;4;Verde;Línea;5
443422,64;4476578,53;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;5;Verde;Línea;2
443423,39;4476585,67;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;5;Verde;Línea;1
443450,39;4476579,81;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;7;Verde;Línea;1
443437,24;4476580,6;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;7;Verde;Línea;5
443470,15;4476578,96;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;8;Verde;Línea;2
443466,6;4476585,08;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;9;Verde;Línea;3
443492,05;4476585,69;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;12;Verde;Línea;5
443484,23;4476590,58;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;13;Verde;Línea;2
443511,8;4476591,42;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;16;Verde;Línea;1
443526,64;4476595,79;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;18;Verde;Línea;3
443512,52;4476599,18;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;21;Verde;Línea;8
443555,12;4476603,98;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;22;Verde;Línea;1
443574,06;4476609,34;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;26;Verde;Línea;5
443614,6;4476621,1;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;28;Verde;Línea;2
443602,31;4476617,65;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;28;Verde;Línea;2
443556,18;4476611,78;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;29;Verde;Línea;2
443567,1;4476614,89;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;31;Verde;Línea;1
443581,12;4476618,82;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;33;Verde;Línea;1
443575,96;4476617,34;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;33;Verde;Línea;1
443595,98;4476623,15;04  SALAMANCA;04-04 GUINDALERA;ANTONIA RUIZ SORO, CALLE, DE;37;Verde;Línea;5
443078,39;4476031,57;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;3;Verde;Batería;6
443073,48;4476039,94;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;3;Verde;Batería;1
443064,68;4476054,4;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;5;Verde;Batería;5
443080,48;4476046,66;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;8;Verde;Línea;9
443029,52;4476114,44;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;9;Verde;Batería;2
443052,98;4476093,87;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;12;Verde;Línea;2
443004,73;4476154,14;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;15;Verde;Batería;17
443039,98;4476097,03;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;16;Verde;Batería;14
443039,18;4476116,39;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;18;Verde;Línea;2
443020,91;4476144,27;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;24;Verde;Línea;1
442970,35;4476199,73;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;27;Verde;Batería;2
443015,73;4476152,91;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;28;Verde;Línea;1
442954,81;4476214,8;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;29;Verde;Batería;7
443006,31;4476168,53;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;30;Verde;Línea;4
442981,39;4476202,72;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;32;Verde;Línea;4
442961,6;4476221,9;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;36;Verde;Línea;5
442938,79;4476243,39;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;38;Verde;Línea;2
442919,06;4476248,95;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;40;Verde;Batería;17
442926,43;4476255,01;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;40;Verde;Línea;2
442913,81;4476270,47;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;42;Verde;Línea;2
442887,52;4476292,75;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;44;Verde;Línea;3
442881,31;4476286,19;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;45;Verde;Batería;4
442871,36;4476295,3;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;47;Verde;Batería;5
442867,77;4476311,92;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;48;Verde;Línea;7
442858,69;4476307,2;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;49;Verde;Batería;4
442838,48;4476344,19;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;52;Verde;Línea;3
442829,27;4476335,45;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;53;Verde;Batería;2
442834,02;4476330,9;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;53;Verde;Batería;3
442813,86;4476364,18;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;54;Verde;Línea;7
442787,86;4476389,23;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;56;Verde;Línea;1
442771,81;4476404,44;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;58;Verde;Línea;2
442751,19;4476424,03;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;60;Verde;Línea;1
442778,06;4476384,96;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;61;Verde;Batería;1
442781,29;4476382,16;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;61;Verde;Batería;2
442774;4476388,82;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;61;Verde;Batería;1
442725,95;4476446,93;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;62;Verde;Línea;2
442767,15;4476395,18;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;63;Verde;Batería;2
442714,17;4476458,33;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;66;Verde;Línea;2
442693,99;4476477,75;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;70;Verde;Línea;2
442710,44;4476449,29;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;77;Verde;Batería;2
442699,86;4476459,16;04  SALAMANCA;04-04 GUINDALERA;ARDEMANS, CALLE, DE;81;Verde;Batería;14
443039,06;4476067,61;04  SALAMANCA;04-04 GUINDALERA;AZCONA, CALLE, DE;7;Verde;Línea;3
443095,48;4476100,62;04  SALAMANCA;04-04 GUINDALERA;AZCONA, CALLE, DE;15;Verde;Batería;4
443117,56;4476112,61;04  SALAMANCA;04-04 GUINDALERA;AZCONA, CALLE, DE;17;Verde;Línea;1
443111,93;4476111,14;04  SALAMANCA;04-04 GUINDALERA;AZCONA, CALLE, DE;17;Verde;Batería;2
443452,02;4476308,02;04  SALAMANCA;04-04 GUINDALERA;AZCONA, CALLE, DE;58;Verde;Batería;10
443473,35;4476321,55;04  SALAMANCA;04-04 GUINDALERA;AZCONA, CALLE, DE;62;Verde;Batería;6
443500,85;4476339,2;04  SALAMANCA;04-04 GUINDALERA;AZCONA, CALLE, DE;64;Verde;Batería;16
443841,85;4476588,85;04  SALAMANCA;04-04 GUINDALERA;BASILEA, PLAZA, DE;2;Verde;Batería;2
443854,56;4476584,72;04  SALAMANCA;04-04 GUINDALERA;BASILEA, PLAZA, DE;2;Verde;Batería;2
443809,99;4476617,73;04  SALAMANCA;04-04 GUINDALERA;BASILEA, PLAZA, DE;3;Verde;Línea;3
443826,98;4476596,57;04  SALAMANCA;04-04 GUINDALERA;BASILEA, PLAZA, DE;3;Verde;Línea;5
443795,6;4476587,01;04  SALAMANCA;04-04 GUINDALERA;BASILEA, PLAZA, DE;3;Verde;Batería;16
443851,02;4476619,58;04  SALAMANCA;04-04 GUINDALERA;BASILEA, PLAZA, DE;4;Verde;Línea;4
443854,81;4476609,62;04  SALAMANCA;04-04 GUINDALERA;BASILEA, PLAZA, DE;6;Verde;Línea;5
443786,5;4476559,85;04  SALAMANCA;04-04 GUINDALERA;BASILEA, PLAZA, DE;S/N;Verde;Batería;3
443598,49;4476980,7;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;1;Verde;Línea;2
443607,64;4476985,81;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;1;Verde;Línea;2
443602,1;4476972,5;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;1;Verde;Línea;3
443591,99;4476976,99;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;1;Verde;Línea;1
443626,54;4476949,63;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;2;Verde;Batería;6
443638,11;4476945,6;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;2;Verde;Línea;1
443618,86;4476963,39;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;2;Verde;Batería;6
443627,61;4476966,04;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;2;Verde;Línea;6
443647,23;4477007,87;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;3;Verde;Línea;3
443663,23;4477016,9;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;3;Verde;Línea;2
443662,36;4477000,67;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;4;Verde;Batería;11
443636,27;4476986,38;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;4;Verde;Batería;12
443689,02;4476985,19;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;6;Verde;Batería;3
443683,27;4477000,44;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;6;Verde;Batería;5
443708,07;4476988,75;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;6;Verde;Batería;23
443699,4;4477036,84;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;7;Verde;Línea;6
443703,44;4477028,86;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;8;Verde;Línea;6
443763,32;4477071,37;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;9;Verde;Batería;14
443744,44;4477061,06;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;10;Verde;Batería;3
443788,48;4477085,84;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;11;Verde;Batería;2
443794,64;4477078,51;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;12;Verde;Línea;24
443817,9;4477102,37;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;13;Verde;Batería;8
443804,4;4477095,06;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;13;Verde;Batería;1
443847,07;4477117,47;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;15;Verde;Línea;1
443882,7;4477133,73;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;15;Verde;Línea;16
443857,6;4477112,86;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;15;Verde;Línea;6
443829,57;4477108,81;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;16;Verde;Batería;2
443905,15;4477122,62;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;20;Verde;Línea;5
443668,11;4476962,03;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;S/N;Verde;Línea;13
443703,9;4476962,38;04  SALAMANCA;04-04 GUINDALERA;BAVIERA, AVENIDA, DE;S/N;Verde;Batería;8
443735,1;4476457,8;04  SALAMANCA;04-04 GUINDALERA;BAYONA, CALLE, DE;1;Verde;Batería;14
443738,27;4476527,55;04  SALAMANCA;04-04 GUINDALERA;BAYONA, CALLE, DE;2;Verde;Batería;7
