"Codigo de via";"Clase de la via";"Particula de la via";"Nombre de la via";"Tipo de tramo ";"Nombre de la aproximacion";"Numero inicial del tramo";"Calificador del numero inicial del tramo";"Numero final del tramo";"Calificador del numero final del tramo";"Zona S E R  del tramo"
"00002305";"CALLE                   ";"DE LA ";"CEIBA                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000022"
"00002305";"CALLE                   ";"DE LA ";"CEIBA                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000022"
"00002306";"CALLE                   ";"DE    ";"GARGANTILLA                                     ";"impar";"NUM";"000001";"  ";"000999";"  ";"000022"
"00002306";"CALLE                   ";"DE    ";"GARGANTILLA                                     ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000022"
"00002307";"CALLE                   ";"DE    ";"BAÑOS DE MONTEMAYOR                             ";"impar";"NUM";"000001";"  ";"000999";"  ";"000022"
"00002307";"CALLE                   ";"DE    ";"BAÑOS DE MONTEMAYOR                             ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000022"
"00002308";"CALLE                   ";"DE    ";"POZUELO DE ZARZON                               ";"impar";"NUM";"000001";"  ";"000999";"  ";"000022"
"00002308";"CALLE                   ";"DE    ";"POZUELO DE ZARZON                               ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000022"
"00002309";"CALLE                   ";"DEL   ";"PARROCO EUSEBIO CUENCA                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000025"
"00002309";"CALLE                   ";"DEL   ";"PARROCO EUSEBIO CUENCA                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000025"
"00002310";"CALLE                   ";"DE LA ";"TURMALINA                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000025"
"00002310";"CALLE                   ";"DE LA ";"TURMALINA                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000025"
"00002311";"CALLE                   ";"DEL   ";"CIRCON                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000025"
"00002311";"CALLE                   ";"DEL   ";"CIRCON                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000025"
"00002312";"CALLE                   ";"DEL   ";"CAOLIN                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000025"
"00002312";"CALLE                   ";"DEL   ";"CAOLIN                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000025"
"00002313";"CALLE                   ";"DEL   ";"ALABASTRO                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000025"
"00002313";"CALLE                   ";"DEL   ";"ALABASTRO                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000025"
"00002323";"CALLE                   ";"DE    ";"JEMENUÑO                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000021"
"00002323";"CALLE                   ";"DE    ";"JEMENUÑO                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000021"
"00002330";"CALLE                   ";"DE    ";"MOZART                                          ";"impar";"NUM";"000001";"  ";"009999";"  ";"000091"
"00002330";"CALLE                   ";"DE    ";"MOZART                                          ";"par  ";"NUM";"000002";"  ";"009998";"  ";"000091"
"00002331";"CALLE                   ";"DEL   ";"MAESTRO SOROZABAL                               ";"impar";"NUM";"000001";"  ";"009999";"  ";"000091"
"00002331";"CALLE                   ";"DEL   ";"MAESTRO SOROZABAL                               ";"par  ";"NUM";"000002";"  ";"009998";"  ";"000091"
"00002353";"CALLE                   ";"DE LA ";"CONDESA DE SANTAMARCA                           ";"impar";"NUM";"000011";"  ";"000999";"  ";"000053"
"00002397";"CALLE                   ";"DEL   ";"DOCTOR TOLOSA LATOUR                            ";"impar";"NUM";"000001";"  ";"000001";"  ";"000127"
"00002397";"CALLE                   ";"DEL   ";"DOCTOR TOLOSA LATOUR                            ";"otros";"S/N";"000000";"  ";"000000";"  ";"000127"
"00002518";"CALLE                   ";"DEL   ";"PROFESOR MARTIN ALMAGRO BASCH                   ";"impar";"NUM";"000001";"  ";"009999";"  ";"000091"
"00002518";"CALLE                   ";"DEL   ";"PROFESOR MARTIN ALMAGRO BASCH                   ";"par  ";"NUM";"000002";"  ";"009998";"  ";"000091"
"00002528";"CALLE                   ";"DE LA ";"COSTA VERDE                                     ";"impar";"NUM";"000001";"  ";"000999";"  ";"000064"
"00002528";"CALLE                   ";"DE LA ";"COSTA VERDE                                     ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000064"
"00002590";"CALLE                   ";"DE LAS";"CIGARRERAS                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000022"
"00002590";"CALLE                   ";"DE LAS";"CIGARRERAS                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000022"
"00002600";"CALLE                   ";"DE    ";"ABTAO                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000031"
"00002600";"CALLE                   ";"DE    ";"ABTAO                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000031"
"00002636";"CALLE                   ";"DEL   ";"PINTOR FRANCISCO LLORENS                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000084"
"00002636";"CALLE                   ";"DEL   ";"PINTOR FRANCISCO LLORENS                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000084"
"00002640";"CALLE                   ";"DE LOS";"NOGALES                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000022"
"00002640";"CALLE                   ";"DE LOS";"NOGALES                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000022"
"00002728";"CALLE                   ";"DE LOS";"CHULAPOS                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000021"
"00002728";"CALLE                   ";"DE LOS";"CHULAPOS                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000021"
"00002729";"CALLE                   ";"DEL   ";"GRANITO                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000025"
"00002729";"CALLE                   ";"DEL   ";"GRANITO                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000025"
"00002730";"CALLE                   ";"DEL   ";"ZINC                                            ";"impar";"NUM";"000001";"  ";"000999";"  ";"000025"
"00002730";"CALLE                   ";"DEL   ";"ZINC                                            ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000025"
"00002731";"CALLE                   ";"DE LA ";"CIRCONITA                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000025"
"00002731";"CALLE                   ";"DE LA ";"CIRCONITA                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000025"
"00002777";"GLORIETA                ";"DE    ";"CADIZ                                           ";"otros";"S/N";"000000";"  ";"000000";"  ";"000124"
"00002871";"PLAZA                   ";"DEL   ";"AMANECER EN MENDEZ ALVARO                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000025"
"00002871";"PLAZA                   ";"DEL   ";"AMANECER EN MENDEZ ALVARO                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000025"
"00002900";"PASEO                   ";"DE LAS";"ACACIAS                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000022"
"00002900";"PASEO                   ";"DE LAS";"ACACIAS                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000022"
"00002917";"CALLE                   ";"DE    ";"NERJA                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000024"
"00002917";"CALLE                   ";"DE    ";"NERJA                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000024"
"00002918";"CALLE                   ";"DE    ";"FRIGILIANA                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000024"
"00002918";"CALLE                   ";"DE    ";"FRIGILIANA                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000024"
"00002919";"CALLE                   ";"DE    ";"ANDRES DE URDANETA                              ";"impar";"NUM";"000001";"  ";"000999";"  ";"000024"
"00002919";"CALLE                   ";"DE    ";"ANDRES DE URDANETA                              ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000024"
"00002921";"CALLE                   ";"DE    ";"MUÑOPEDRO                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000021"
"00002921";"CALLE                   ";"DE    ";"MUÑOPEDRO                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000021"
"00002922";"CALLE                   ";"DE    ";"VILLOSLADA                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000021"
"00002922";"CALLE                   ";"DE    ";"VILLOSLADA                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000021"
"00002965";"CALLE                   ";"DEL   ";"POETA CLAUDIO RODRIGUEZ                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000052"
"00002965";"CALLE                   ";"DEL   ";"POETA CLAUDIO RODRIGUEZ                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000052"
"00003000";"CALLE                   ";"DE LA ";"ACADEMIA                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000035"
"00003000";"CALLE                   ";"DE LA ";"ACADEMIA                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000035"
"00003400";"CALLE                   ";"DEL   ";"ACANTILADO                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"000091"
"00003400";"CALLE                   ";"DEL   ";"ACANTILADO                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"000091"
"00003800";"CALLE                   ";"DEL   ";"ACEBO                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000054"
"00003800";"CALLE                   ";"DEL   ";"ACEBO                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000054"
"00004400";"CALLE                   ";"DEL   ";"ACONITO                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00004400";"CALLE                   ";"DEL   ";"ACONITO                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00004600";"CALLE                   ";"DEL   ";"ACUEDUCTO                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000061"
"00004600";"CALLE                   ";"DEL   ";"ACUEDUCTO                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000061"
"00004700";"CALLE                   ";"DEL   ";"ACUERDO                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000015"
"00004700";"CALLE                   ";"DEL   ";"ACUERDO                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000015"
"00004900";"CALLE                   ";"DE    ";"ADELA BALBOA                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000061"
"00004900";"CALLE                   ";"DE    ";"ADELA BALBOA                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000061"
"00005000";"CALLE                   ";"DE LAS";"ADELFAS                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000032"
"00005000";"CALLE                   ";"DE LAS";"ADELFAS                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000032"
"00005900";"CALLE                   ";"DE    ";"ADRIAN PULIDO                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000061"
"00005900";"CALLE                   ";"DE    ";"ADRIAN PULIDO                                   ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000061"
"00006000";"CALLE                   ";"DE LA ";"ADUANA                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000163"
"00006000";"CALLE                   ";"DE LA ";"ADUANA                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000163"
"00007000";"CALLE                   ";"DE    ";"AGASTIA                                         ";"impar";"NUM";"000009";"  ";"000055";"  ";"000155"
"00007000";"CALLE                   ";"DE    ";"AGASTIA                                         ";"impar";"NUM";"000061";"  ";"000125";"  ";"000156"
"00007000";"CALLE                   ";"DE    ";"AGASTIA                                         ";"impar";"NUM";"000127";"  ";"000135";"  ";"000157"
"00007000";"CALLE                   ";"DE    ";"AGASTIA                                         ";"par  ";"NUM";"000012";"  ";"000056";" Z";"000155"
"00007000";"CALLE                   ";"DE    ";"AGASTIA                                         ";"par  ";"NUM";"000058";"  ";"000118";"  ";"000156"
"00007000";"CALLE                   ";"DE    ";"AGASTIA                                         ";"par  ";"NUM";"000120";"  ";"000128";"  ";"000157"
"00007300";"CALLE                   ";"DEL   ";"AGAVE                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00007300";"CALLE                   ";"DEL   ";"AGAVE                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00007400";"CALLE                   ";"DE    ";"AGILA                                           ";"impar";"NUM";"000001";"  ";"000001";"  ";"000102"
"00007400";"CALLE                   ";"DE    ";"AGILA                                           ";"par  ";"NUM";"000002";"  ";"000012";"  ";"000102"
"00007700";"CALLE                   ";"DEL   ";"AGRACEJO                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00007700";"CALLE                   ";"DEL   ";"AGRACEJO                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00008300";"CALLE                   ";"DE LAS";"AGUAS                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00008300";"CALLE                   ";"DE LAS";"AGUAS                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00008700";"CALLE                   ";"DEL   ";"AGUILA                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00008700";"CALLE                   ";"DEL   ";"AGUILA                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00008800";"CALLE                   ";"DE    ";"AGUILAFUENTE                                    ";"impar";"NUM";"000003";"  ";"000131";"  ";"000094"
"00008900";"CALLE                   ";"DE    ";"AGUILAR DE CAMPOO                               ";"impar";"NUM";"000001";"  ";"099999";"  ";"000094"
"00008900";"CALLE                   ";"DE    ";"AGUILAR DE CAMPOO                               ";"par  ";"NUM";"000002";"  ";"099998";"  ";"000094"
"00009200";"CALLE                   ";"DE LAS";"AGUILEÑAS                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000064"
"00009200";"CALLE                   ";"DE LAS";"AGUILEÑAS                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000064"
"00009300";"CALLE                   ";"DE    ";"AGUILON                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000023"
